EnsemblGeneStableID	HGNC.symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj	Direction.rnaseq	Direction.H3K27ac	Direction.atac	Direction.methylation
ENSG00000198598.6	MMP17	482.2058221	-2.046824081	0.909182097	0.000164018	0.001447776	Down	NS	Increase	NS
ENSG00000137947.12	GTF2B	1002.919924	-1.014236023	0.300662013	0.000165805	0.001462099	Down	NS	NS	NS
ENSG00000023572.9	GLRX2	426.5685458	1.011307715	0.298359019	0.000165943	0.001462591	Up	NS	NS	NS
ENSG00000185697.16	MYBL1	175.2048775	-1.68289707	0.576987651	0.000166201	0.001464142	Down	NS	Decrease	NS
ENSG00000163040.14	CCDC74A	114.0418404	2.393167811	0.990362535	0.000166343	0.001464671	Up	NS	NS	NS
ENSG00000261987.2	KYNUP1	24.84558702	-3.345143572	1.47513752	0.000166533	0.001464902	Down	NS	NS	NS
ENSG00000143228.13	NUF2	235.0940558	1.533560756	0.509891235	0.000168178	0.001477226	Up	Increase	Increase	NS
ENSG00000171262.11	FAM98B	744.8678886	1.015695345	0.301238463	0.000168183	0.001477226	Up	NS	NS	NS
ENSG00000188389.11	PDCD1	524.3716463	1.533113025	0.498645394	0.000168159	0.001477226	Up	NS	NS	NS
ENSG00000161888.11	SPC24	255.7638812	1.168155267	0.355303925	0.000168576	0.001478501	Up	Increase	NS	NS
ENSG00000185252.19	ZNF74	425.2179779	1.248840438	0.387443678	0.0001685	0.001478501	Up	NS	NS	NS
ENSG00000138035.15	PNPT1	1174.767384	1.06845675	0.320179827	0.000170636	0.001493629	Up	NS	NS	NS
ENSG00000196814.15	MVB12B	154.449601	2.320701852	1.133461363	0.000170899	0.001495196	Up	Decrease	Increase	NS
ENSG00000203724.11	C1orf53	15.52098698	3.679712557	1.359127505	0.000171151	0.001496671	Up	Increase	Increase	NS
ENSG00000120526.11	NUDCD1	370.9765234	1.084487697	0.326312684	0.000172248	0.001505522	Up	NS	NS	NS
ENSG00000068366.20	ACSL4	1435.513027	1.004047031	0.297640413	0.000173563	0.00151553	Up	NS	NS	NS
ENSG00000135931.17	ARMC9	154.0702635	1.782449723	0.633161354	0.000174829	0.001525093	Up	NS	NS	Hypo
ENSG00000111671.9	SPSB2	180.2297436	1.057751603	0.314048653	0.000175923	0.001533145	Up	NS	NS	NS
ENSG00000238130.8	LTA	243.0929534	2.316789817	0.740624965	0.000176459	0.001537059	Up	NS	NS	NS
ENSG00000275111.5	ZNF2	227.6188041	1.292936782	0.405761662	0.000177222	0.001542959	Up	NS	NS	NS
ENSG00000011523.14	CEP68	1697.998758	-1.21846806	0.381204425	0.000177397	0.001543722	Down	Decrease	NS	NS
ENSG00000108175.17	ZMIZ1	1438.640641	2.418483104	1.196679128	0.000178547	0.001552976	Up	NS	NS	Hypo
ENSG00000114784.4	EIF1B	2251.600235	-1.211829017	0.379561015	0.000179098	0.001555493	Down	Decrease	Decrease	NS
ENSG00000170989.10	S1PR1	634.708709	-1.554358097	0.531313114	0.000179074	0.001555493	Down	Decrease	Decrease	NS
ENSG00000181274.7	FRAT2	288.4647594	1.362258911	0.435963752	0.000179704	0.001559995	Up	Decrease	NS	NS
ENSG00000240972.2	MIF	4184.100922	1.895792186	0.722593132	0.000180803	0.001568775	Up	Decrease	NS	NS
ENSG00000177602.5	HASPIN	115.4651966	2.365362497	1.152178725	0.00018131	0.001572411	Up	Increase	NS	NS
ENSG00000176087.15	SLC35A4	1999.41056	1.031455281	0.310207613	0.000182207	0.001578655	Up	NS	NS	NS
ENSG00000205084.11	TMEM231	504.7834555	1.3324686	0.429120381	0.000182374	0.001579334	Up	NS	NS	NS
ENSG00000168297.16	PXK	1607.7963	-1.265831885	0.402171286	0.000182517	0.001579754	Down	Decrease	NS	NS
ENSG00000262327.7	AGK	330.562499	-1.188286738	0.366894983	0.000182599	0.001579754	Down	NS	Increase	NS
ENSG00000114993.17	RTKN	326.5459872	1.791567125	0.662243354	0.000186595	0.001611977	Up	NS	Decrease	NS
ENSG00000160284.15	SPATC1L	122.431372	1.399719989	0.446449981	0.000187191	0.001614006	Up	NS	NS	NS
ENSG00000177106.16	EPS8L2	965.0634341	1.172917874	0.363099925	0.00018718	0.001614006	Up	NS	NS	NS
ENSG00000116741.8	RGS2	8950.768725	-2.154998925	1.245424543	0.000188147	0.001621458	Down	NS	NS	NS
ENSG00000232434.2	AJM1	246.119969	1.818937192	0.671773194	0.000189558	0.00163126	Up	NS	Increase	NS
ENSG00000178307.10	TMEM11	314.9866541	1.039974304	0.311555718	0.000189815	0.001632684	Up	NS	Increase	NS
ENSG00000274320.2	GOLGA6L9	353.7958639	1.390364891	0.452567102	0.000193409	0.001660394	Up	NS	NS	NS
ENSG00000132763.15	MMACHC	155.6485529	1.428031157	0.462063899	0.000193932	0.001664088	Up	Decrease	NS	NS
ENSG00000127561.15	SYNGR3	226.9863877	-1.502759858	0.502443156	0.000195972	0.001679979	Down	Increase	Increase	NS
ENSG00000204394.13	VARS1	1967.958007	1.434270769	0.480764044	0.000197286	0.001689614	Up	NS	NS	NS
ENSG00000162961.14	DPY30	624.9317447	1.042732131	0.316116925	0.000197427	0.001690012	Up	NS	NS	NS
ENSG00000138670.17	RASGEF1B	1721.669943	-1.89029431	0.781661582	0.000197988	0.001693189	Down	Decrease	NS	NS
ENSG00000114423.23	CBLB	2108.608327	-1.985242071	0.943221968	0.000198943	0.001699731	Down	Decrease	Decrease	Hypo
ENSG00000090932.11	DLL3	22.62396675	2.559157669	0.895988172	0.000199319	0.001701829	Up	NS	Decrease	NS
ENSG00000259384.7	GH1	58.99568976	-2.323964869	0.836938555	0.000199379	0.001701829	Down	Increase	NS	NS
ENSG00000164556.7	FAM183BP	157.1617097	-1.648456275	0.570252047	0.000199696	0.001703713	Down	NS	NS	NS
ENSG00000185442.13	FAM174B	1349.000774	1.78166098	0.673036919	0.000202601	0.001724382	Up	Increase	Increase	NS
ENSG00000230581.2	ACTG1P14	24.7840087	-2.172831084	0.752585621	0.000203236	0.001728136	Down	Decrease	NS	NS
ENSG00000179698.14	WDR97	405.0897988	-1.030530006	0.31163607	0.000204687	0.001739648	Down	NS	NS	NS
ENSG00000057657.17	PRDM1	476.0959829	1.648400216	0.590082494	0.00020647	0.001752295	Up	NS	NS	NS
ENSG00000162739.14	SLAMF6	3319.162679	-1.492720705	0.511838951	0.000206961	0.001755626	Down	Decrease	NS	NS
ENSG00000110536.14	PTPMT1	407.4210043	1.16593606	0.363879621	0.000211423	0.001791771	Up	Decrease	Increase	NS
ENSG00000173848.19	NET1	299.2117235	2.088939773	0.848485387	0.000211591	0.001792346	Up	NS	Increase	NS
ENSG00000228314.1	CYP4F29P	1008.45186	-1.939688164	0.736931072	0.000211764	0.001792964	Down	NS	NS	NS
ENSG00000228300.14	FAM174C	624.2641077	1.10822511	0.34183546	0.000213279	0.001804076	Up	NS	Increase	NS
ENSG00000198056.15	PRIM1	372.4406922	1.046749742	0.317391479	0.000214445	0.001812226	Up	Decrease	NS	NS
ENSG00000064201.16	TSPAN32	529.3763227	-1.600137596	0.571673115	0.000217072	0.001832246	Down	NS	NS	NS
ENSG00000244267.1	RPL34P22	17.30134901	-3.045627758	1.121947154	0.000217122	0.001832246	Down	NS	NS	NS
ENSG00000175920.18	DOK7	103.2333404	2.35679752	0.869464225	0.000217761	0.001836767	Up	NS	NS	NS
ENSG00000160216.21	AGPAT3	2903.51665	1.075528977	0.33116154	0.00021966	0.00184842	Up	Increase	NS	Hypo
ENSG00000198858.10	R3HDM4	3926.414261	-1.225961049	0.39392231	0.000221129	0.001859029	Down	Increase	Increase	NS
ENSG00000152413.15	HOMER1	135.2138341	1.575662219	0.538094638	0.000221643	0.001862466	Up	NS	NS	NS
ENSG00000131019.11	ULBP3	101.4906693	1.41846104	0.461210948	0.000222882	0.001871122	Up	NS	NS	NS
ENSG00000172731.14	LRRC20	201.3562359	2.387745096	1.081825038	0.000223762	0.001877626	Up	NS	NS	NS
ENSG00000026751.17	SLAMF7	1103.574314	1.850608348	0.735059565	0.000224862	0.001885368	Up	Decrease	NS	NS
ENSG00000053702.15	NRIP2	507.9385911	-1.076502816	0.331363891	0.000225224	0.001887226	Down	NS	NS	NS
ENSG00000096384.20	HSP90AB1	51392.3479	1.172074244	0.371638365	0.000226062	0.001893364	Up	NS	NS	NS
ENSG00000100142.16	POLR2F	666.3683112	1.039080269	0.317582085	0.000228612	0.001912921	Up	NS	NS	NS
ENSG00000106336.13	FBXO24	122.0117884	-1.203671315	0.374598243	0.000229105	0.001916155	Down	Increase	Increase	NS
ENSG00000137825.11	ITPKA	67.52201919	2.354520539	0.974450849	0.000229484	0.001918421	Up	NS	NS	NS
ENSG00000179933.6	C14orf119	753.347956	1.158586346	0.364534765	0.000230481	0.001925489	Up	NS	NS	NS
ENSG00000075234.17	TTC38	521.6906096	1.247672162	0.400353777	0.000231313	0.001930706	Up	Increase	Increase	NS
ENSG00000250673.2	REELD1	292.2101416	-1.614428547	0.577467254	0.000231386	0.001930706	Down	NS	NS	NS
ENSG00000166002.7	SMCO4	103.9933415	1.558308161	0.525416334	0.00023375	0.001949081	Up	NS	NS	NS
ENSG00000065911.12	MTHFD2	1469.303838	1.275701721	0.417253512	0.000234725	0.001955819	Up	NS	Decrease	NS
ENSG00000211450.10	SELENOH	2371.457935	1.222261752	0.393731412	0.000234848	0.001955938	Up	Decrease	Increase	NS
ENSG00000075275.17	CELSR1	10176.55479	-1.493787788	0.527930279	0.000235202	0.001957055	Down	NS	NS	NS
ENSG00000129467.13	ADCY4	148.945031	-1.436455792	0.477726529	0.000236224	0.001961904	Down	NS	NS	NS
ENSG00000164440.15	TXLNB	946.2617536	-1.30210688	0.429871659	0.000236078	0.001961904	Down	NS	Decrease	NS
ENSG00000100342.21	APOL1	654.9370764	1.010035922	0.307708996	0.00023797	0.001975484	Up	NS	NS	NS
ENSG00000263482.3	ANTXRLP1	150.0076609	-1.998854393	0.770196649	0.000238964	0.001981891	Down	NS	NS	NS
ENSG00000168246.6	UBTD2	253.5783354	1.243472318	0.398921103	0.000239332	0.001984022	Up	NS	NS	NS
ENSG00000127081.14	ZNF484	362.9970442	-1.008162365	0.306391986	0.000240698	0.001993777	Down	NS	NS	NS
ENSG00000163697.17	APBB2	2118.159074	-1.830079827	0.741256045	0.000241553	0.001999646	Down	Decrease	NS	Hypo
ENSG00000166228.9	PCBD1	608.6172859	1.137502422	0.357965747	0.000244953	0.002026849	Up	NS	NS	NS
ENSG00000167476.10	JSRP1	360.3080241	1.454905322	0.496030775	0.000245316	0.002027623	Up	Increase	Decrease	NS
ENSG00000198816.7	ZNF358	288.4805626	1.435420972	0.486172596	0.000246555	0.002035387	Up	Decrease	NS	NS
ENSG00000181264.9	TLCD5	374.6518655	1.740773955	0.668916373	0.000247838	0.002044087	Up	NS	Increase	NS
ENSG00000240487.1	FAM214BP1	165.6925223	-1.890613716	0.758451778	0.000248536	0.002047957	Down	NS	NS	NS
ENSG00000048140.18	TSPAN17	924.5567751	1.181158781	0.377378862	0.000249775	0.002056457	Up	NS	NS	NS
ENSG00000254995.4	STX16-NPEPL1	1178.703545	-1.295351097	0.43085665	0.000249798	0.002056457	Down	NS	NS	NS
ENSG00000139116.18	KIF21A	514.0514943	1.185638016	0.377547876	0.000250263	0.002058125	Up	NS	NS	NS
ENSG00000187922.14	LCN10	686.5862388	-1.91000733	0.820424176	0.000250347	0.002058125	Down	NS	NS	NS
ENSG00000257093.7	DENND11	755.7578687	-1.32557025	0.442705608	0.000253501	0.002083094	Down	NS	Increase	NS
ENSG00000113595.15	TRIM23	406.4262925	-1.11801132	0.350769974	0.000254782	0.002091699	Down	NS	Increase	NS
ENSG00000064787.13	BCAS1	46.55186886	1.850590874	0.652460825	0.000256271	0.002101019	Up	NS	Increase	NS
ENSG00000168275.16	COA6	286.8617629	1.353153412	0.450485731	0.000262479	0.002147968	Up	NS	NS	NS
ENSG00000119705.10	SLIRP	514.1977925	1.074836631	0.334997773	0.000262871	0.002149211	Up	Decrease	NS	NS
ENSG00000129195.16	PIMREG	206.930021	2.219824141	1.198605798	0.000263535	0.002153651	Up	Decrease	NS	NS
ENSG00000265787.2	CYP4F35P	427.3601282	-1.075029153	0.332265075	0.000263663	0.002153714	Down	NS	NS	NS
ENSG00000130511.16	SSBP4	1167.223401	1.334818852	0.449601511	0.000266261	0.002173938	Up	NS	Increase	NS
ENSG00000241527.1	CA15P1	30.03941671	-2.710759438	1.139223166	0.000269637	0.002197477	Down	NS	NS	NS
ENSG00000143256.5	PFDN2	847.415983	1.112391553	0.352021403	0.000270309	0.002201951	Up	Decrease	NS	NS
ENSG00000149091.15	DGKZ	4352.118348	1.186719204	0.385684848	0.000270723	0.002204314	Up	Decrease	Increase	NS
ENSG00000185808.13	PIGP	373.1153689	1.008878745	0.310437413	0.000272155	0.002212948	Up	NS	NS	NS
ENSG00000141469.18	SLC14A1	914.1052625	-1.931938084	0.934244712	0.00027249	0.002214667	Down	NS	NS	NS
ENSG00000185499.16	MUC1	164.8703343	1.925520416	0.782452268	0.000272897	0.002216965	Up	NS	NS	NS
ENSG00000229473.2	RGS17P1	117.9158542	-1.787381848	0.673167327	0.000273197	0.002218392	Down	NS	NS	NS
ENSG00000132819.17	RBM38	10954.5963	-1.169430103	0.377989204	0.000273764	0.002221537	Down	NS	NS	NS
ENSG00000149289.11	ZC3H12C	356.9680161	1.982474209	2.079895611	0.000276458	0.002240791	Up	NS	NS	Hypo
ENSG00000128408.9	RIBC2	24.02589948	4.604560199	1.697870201	0.000278338	0.002251939	Up	NS	NS	NS
ENSG00000219163.2	HMGB1P20	13.94079251	-3.628169135	1.495341091	0.000278861	0.002255146	Down	Decrease	NS	NS
ENSG00000065154.12	OAT	613.0909618	1.164732389	0.374860989	0.00028249	0.002281396	Up	NS	NS	NS
ENSG00000110080.18	ST3GAL4	55.49406911	1.900106933	0.702644226	0.000283174	0.002285882	Up	NS	NS	NS
ENSG00000037897.17	METTL1	404.1283918	1.494693587	0.529024741	0.000284209	0.002291129	Up	NS	NS	NS
ENSG00000128590.5	DNAJB9	579.2563397	-1.276141957	0.424490918	0.000284434	0.002291905	Down	Decrease	NS	NS
ENSG00000147586.10	MRPS28	382.6169927	1.092040669	0.348854578	0.000284648	0.002292386	Up	NS	NS	NS
ENSG00000137842.7	TMEM62	1242.149532	-1.135603028	0.364814953	0.000285695	0.002298958	Down	NS	NS	NS
ENSG00000250067.12	YJEFN3	673.4275251	1.430896311	0.498691177	0.000288904	0.002322682	Up	NS	NS	NS
ENSG00000136026.14	CKAP4	1880.731714	-1.429366741	0.506426232	0.000290318	0.002332999	Down	Decrease	NS	NS
ENSG00000144935.15	TRPC1	109.2085143	-1.996660017	0.666567573	0.00029226	0.002343109	Down	NS	NS	NS
ENSG00000119227.8	PIGZ	202.671875	1.273716055	0.418352206	0.000293018	0.002347304	Up	Increase	Increase	NS
ENSG00000114737.15	CISH	114.9804971	1.881043868	0.703573035	0.00029331	0.002348581	Up	NS	Increase	NS
ENSG00000166794.5	PPIB	6638.351157	1.01979369	0.317589306	0.000293441	0.002348581	Up	Decrease	NS	NS
ENSG00000076706.17	MCAM	126.111	1.614580403	0.576248683	0.000295655	0.002365242	Up	NS	NS	NS
ENSG00000172270.20	BSG	6623.026624	1.127199091	0.363031592	0.000296308	0.002368338	Up	Increase	Increase	NS
ENSG00000143067.5	ZNF697	25.61524764	5.532801107	2.517785688	0.00029665	0.002370016	Up	NS	NS	NS
ENSG00000168685.15	IL7R	173.2117291	-1.245247709	0.406948579	0.000298811	0.002386209	Down	NS	NS	NS
ENSG00000158716.9	DUSP23	254.1169057	1.215266907	0.395072847	0.000299924	0.00239403	Up	Decrease	Increase	NS
ENSG00000131263.13	RLIM	2435.186568	-1.080797491	0.344643235	0.000303703	0.002418786	Down	NS	NS	NS
ENSG00000149577.16	SIDT2	4990.120992	-1.040416512	0.329479769	0.000305797	0.002433636	Down	NS	NS	NS
ENSG00000213085.10	CFAP45	88.8203239	-1.959184731	0.764587925	0.000305841	0.002433636	Down	Decrease	Increase	NS
ENSG00000168556.7	ING2	218.1790688	1.369220668	0.465550015	0.000306444	0.002436373	Up	NS	NS	NS
ENSG00000158457.6	TSPAN33	1586.028293	-1.775872115	0.725778891	0.000307599	0.002444358	Down	NS	NS	NS
ENSG00000077458.13	FAM76B	1658.119415	-1.079727893	0.344525324	0.000308057	0.002446904	Down	Decrease	NS	NS
ENSG00000174684.7	B4GAT1	118.0750682	1.324157319	0.435885474	0.000309104	0.00245413	Up	Increase	NS	NS
ENSG00000085840.13	ORC1	361.158191	1.131995322	0.363359764	0.000311056	0.002464558	Up	Decrease	NS	NS
ENSG00000115539.14	PDCL3	449.6683055	1.405917022	0.488572028	0.000310718	0.002464558	Up	Increase;Decrease	NS	NS
ENSG00000182628.13	SKA2	328.5237103	1.239660601	0.409042456	0.00031102	0.002464558	Up	NS	NS	NS
ENSG00000134444.14	RELCH	2607.943626	-1.007629374	0.317859036	0.000311867	0.002467979	Down	Decrease	NS	NS
ENSG00000171467.16	ZNF318	5161.767035	-1.464393767	0.526049629	0.000311954	0.002467979	Down	Decrease	NS	NS
ENSG00000188153.14	COL4A5	193.5617887	2.222462736	1.064957432	0.000311776	0.002467979	Up	NS	NS	NS
ENSG00000128228.5	SDF2L1	314.5701184	1.381109246	0.474955465	0.000313371	0.002475893	Up	NS	NS	NS
ENSG00000225151.10	GOLGA2P7	620.573521	1.605780286	0.606798673	0.000313519	0.002475967	Up	NS	NS	NS
ENSG00000079335.20	CDC14A	314.5165672	-1.161731727	0.376622636	0.000313839	0.002477397	Down	NS	NS	NS
ENSG00000133119.13	RFC3	429.5535035	1.161181647	0.376778989	0.000314495	0.002480386	Up	Increase	Increase	NS
ENSG00000077935.17	SMC1B	75.95902776	2.488543042	1.119440806	0.000316537	0.002495388	Up	NS	NS	NS
ENSG00000092969.12	TGFB2	61.8191163	-2.907028207	1.73840132	0.000317159	0.002498081	Down	Decrease	Increase	NS
ENSG00000171155.8	C1GALT1C1	158.5187536	1.147570491	0.366948681	0.000318866	0.002504891	Up	NS	NS	NS
ENSG00000162415.7	ZSWIM5	263.8914462	-1.189409417	0.387394273	0.000321288	0.002521699	Down	Decrease	NS	NS
ENSG00000188191.15	PRKAR1B	993.7661237	1.202624982	0.397960608	0.000323044	0.002533255	Up	NS	NS	Hyper
ENSG00000092758.18	COL9A3	2200.156892	-1.347944076	0.469159515	0.000324703	0.002545145	Down	NS	Increase	NS
ENSG00000182827.9	ACBD3	1758.585198	-1.126644515	0.365941126	0.000324976	0.002546169	Down	Decrease	NS	NS
ENSG00000227222.7	DHX16	58.93812453	-1.600700746	0.556018308	0.000326283	0.00255529	Down	NS	NS	NS
ENSG00000103365.15	GGA2	22973.29488	-1.020328214	0.324028629	0.000326785	0.002558097	Down	NS	NS	NS
ENSG00000268883.2	PNMA6B	74.1629001	2.520303981	1.268839421	0.00032982	0.002579593	Up	NS	NS	NS
ENSG00000172071.14	EIF2AK3	1792.305565	-1.445107522	0.52399149	0.000330104	0.002580678	Down	NS	NS	NS
ENSG00000143190.23	POU2F1	3119.601221	-1.149355855	0.376315	0.000331487	0.002590362	Down	Increase	NS	NS
ENSG00000124212.6	PTGIS	128.9760174	1.959337277	0.805315232	0.00033539	0.00261538	Up	NS	NS	NS
ENSG00000180287.17	PLD5	276.4592245	-2.371025841	1.20453211	0.000335422	0.00261538	Down	NS	NS	NS
ENSG00000236287.8	ZBED5	3659.055146	-1.377778567	0.484853748	0.000334866	0.00261538	Down	NS	NS	NS
ENSG00000164989.17	CCDC171	199.4041565	-1.254054441	0.417158507	0.000336072	0.00261931	Down	Decrease	NS	Hypo
ENSG00000182481.9	KPNA2	1742.808426	1.655825041	0.667563458	0.000339924	0.00264471	Up	NS	Increase	NS
ENSG00000112139.16	MDGA1	1341.645012	-1.158001469	0.382519404	0.000340246	0.002646058	Down	NS	Decrease	NS
ENSG00000164465.19	DCBLD1	349.3382715	1.872261989	0.827674155	0.000344562	0.002677291	Up	Increase	Increase	NS
ENSG00000259404.5	EFL1P1	21.86176578	4.055977239	1.479494415	0.000344822	0.002678151	Up	NS	NS	NS
ENSG00000107957.16	SH3PXD2A	6766.388227	1.803594635	0.804447033	0.000346573	0.002689406	Up	Increase	Increase	NS
ENSG00000184451.5	CCR10	276.8782675	1.790521606	0.732747803	0.000347264	0.002693596	Up	Decrease	NS	NS
ENSG00000091972.18	CD200	2663.212276	-1.72387267	0.708687649	0.000349727	0.002711527	Down	Decrease	NS	NS
ENSG00000196110.8	ZNF699	468.2889522	-1.239546935	0.417448101	0.000351488	0.002723994	Down	NS	NS	NS
ENSG00000164300.17	SERINC5	1914.899419	-1.107428745	0.362524073	0.000355869	0.002755556	Down	NS	NS	NS
ENSG00000110429.14	FBXO3	1620.083562	-1.129828984	0.369617188	0.000358511	0.002773606	Down	NS	Increase	NS
ENSG00000169926.11	KLF13	2164.695832	1.509371998	0.563388461	0.00035931	0.002778581	Up	NS	NS	NS
ENSG00000131174.7	COX7B	1780.377441	1.043185273	0.334286826	0.000360016	0.002782838	Up	NS	NS	NS
ENSG00000163659.13	TIPARP	1033.725283	-1.009461544	0.321791172	0.000360651	0.002786539	Down	Decrease	Increase	NS
ENSG00000140009.18	ESR2	647.813027	1.148519781	0.377197502	0.000361128	0.002789015	Up	NS	Increase	NS
ENSG00000107201.10	DDX58	674.535098	-1.166831374	0.385851094	0.000361547	0.002790742	Down	NS	NS	NS
ENSG00000155980.12	KIF5A	269.2498355	1.247437926	0.410635585	0.000364314	0.002806332	Up	Decrease	NS	Hypo
ENSG00000101224.17	CDC25B	7122.627793	-1.001821525	0.319214654	0.000364762	0.002808576	Down	NS	NS	NS
ENSG00000069966.18	GNB5	2606.388466	-1.146547838	0.380369684	0.000365308	0.002810355	Down	NS	Increase	NS
ENSG00000182118.8	FAM89A	91.84821228	2.092272932	0.965235168	0.00036527	0.002810355	Up	NS	NS	NS
ENSG00000182183.15	SHISAL2A	835.5417347	-1.223163852	0.4141766	0.000366371	0.00281368	Down	Decrease	NS	NS
ENSG00000185792.10	NLRP9	33.2584182	-2.015993329	0.756658854	0.000366033	0.00281368	Down	Decrease	NS	NS
ENSG00000115484.15	CCT4	4402.416568	1.004592073	0.320483344	0.000368309	0.002825153	Up	Decrease	NS	NS
ENSG00000197928.10	ZNF677	577.9556169	-1.389211485	0.494448307	0.00036834	0.002825153	Down	NS	NS	NS
ENSG00000188779.12	SKOR1	87.43246786	-1.24364411	0.408530068	0.0003693	0.002831299	Down	NS	NS	NS
ENSG00000164181.14	ELOVL7	102.1619397	1.650960578	0.602092283	0.000369783	0.002833193	Up	NS	Increase	Hypo
ENSG00000278567.2	CCL3	1072.569241	1.782638533	0.792112709	0.000369864	0.002833193	Up	Increase	NS	NS
ENSG00000163808.17	KIF15	157.679853	1.278781604	0.429840218	0.000377506	0.002884299	Up	NS	NS	NS
ENSG00000167083.7	GNGT2	36.4063018	2.440403365	1.030246904	0.000377838	0.0028856	Up	Decrease	NS	NS
ENSG00000134070.5	IRAK2	491.213349	-1.36376303	0.48352076	0.000382795	0.002916038	Down	NS	NS	Hypo
ENSG00000236898.1	HLA-DPA2	19.57007607	-3.908188447	2.395721093	0.000383211	0.002917897	Down	NS	NS	NS
ENSG00000132481.7	TRIM47	273.6647594	1.938255258	0.836837183	0.000387261	0.002946222	Up	NS	NS	NS
ENSG00000156689.7	GLYATL2	181.165686	2.183577278	1.528721185	0.000392251	0.002979101	Up	Decrease	Increase	NS
ENSG00000173898.13	SPTBN2	2481.670966	1.437279684	0.529623185	0.000392729	0.002981469	Up	Increase	NS	NS
ENSG00000260027.5	HOXB7	54.05953172	2.116381184	0.870680959	0.00039385	0.002988703	Up	NS	NS	NS
ENSG00000154429.11	CCSAP	928.501091	-1.026470881	0.330887373	0.000396007	0.003003794	Down	Increase	NS	NS
ENSG00000064687.13	ABCA7	7588.238951	-1.293174337	0.456040612	0.000401975	0.00304172	Down	Increase	Increase	NS
ENSG00000112893.9	MAN2A1	2868.27698	-1.083438016	0.356690064	0.00040254	0.00304172	Down	Decrease	NS	NS
ENSG00000169019.11	COMMD8	272.9656391	1.226023022	0.413715905	0.000402264	0.00304172	Up	Decrease	Increase	NS
ENSG00000001630.17	CYP51A1	971.6451615	1.044827203	0.338847166	0.000403273	0.003043886	Up	NS	NS	NS
ENSG00000011600.12	TYROBP	474.9112956	1.086645279	0.348609484	0.000403339	0.003043886	Up	NS	NS	NS
ENSG00000141378.15	PTRH2	594.6890808	1.142336754	0.379137845	0.000403821	0.00304495	Up	Increase;Decrease	NS	NS
ENSG00000251634.2	NAIPP4	223.1965493	-1.341838498	0.468945447	0.000404595	0.003049444	Down	NS	NS	NS
ENSG00000091651.9	ORC6	2449.866606	1.155921774	0.388454226	0.000406442	0.003060835	Up	NS	NS	NS
ENSG00000182742.6	HOXB4	76.83556	2.510149912	1.187039614	0.000408488	0.003074948	Up	NS	NS	NS
ENSG00000271361.1	HTATSF1P2	48.92821267	2.811574016	1.153039345	0.000410028	0.003083939	Up	NS	Increase	NS
ENSG00000008083.14	JARID2	1958.031325	-1.859626025	0.827783278	0.000412027	0.003093757	Down	Decrease	NS	Hypo
ENSG00000116711.10	PLA2G4A	29.72093624	3.473862524	2.451500619	0.00041265	0.003097134	Up	NS	NS	NS
ENSG00000091483.7	FH	1257.058931	1.066787623	0.348430367	0.000413878	0.003103737	Up	Decrease	NS	NS
ENSG00000179965.12	ZNF771	78.29244153	1.264554351	0.421237012	0.000416349	0.003119644	Up	Increase	NS	NS
ENSG00000206505.13	HLA-A	580.3313271	-1.110594867	0.367723345	0.000417254	0.003123805	Down	NS	NS	NS
ENSG00000263647.1	BPTFP1	224.4009066	-1.09816859	0.359439218	0.000419213	0.003135842	Down	NS	NS	NS
ENSG00000121764.11	HCRTR1	15.33391312	-2.517162942	0.948550714	0.000420466	0.003142095	Down	NS	Decrease	NS
ENSG00000070047.13	PHRF1	84.01335874	1.081560435	2.445721011	0.000422767	0.003157131	Up	NS	NS	NS
ENSG00000286219.1	NOTCH2NLC	656.6794506	-1.083990731	0.356766754	0.00042411	0.003164359	Down	NS	NS	NS
ENSG00000211584.14	SLC48A1	879.6005724	-1.241904623	0.430510016	0.000425116	0.003169366	Down	NS	NS	NS
ENSG00000186205.13	MTARC1	224.4331541	-1.109511931	0.36514002	0.000425627	0.003171855	Down	NS	NS	NS
ENSG00000160766.14	GBAP1	453.2581213	1.089743693	0.357948389	0.000427713	0.003186071	Up	NS	NS	NS
ENSG00000146094.14	DOK3	8267.264092	1.040981298	0.340616564	0.000428821	0.003191662	Up	NS	Increase	NS
ENSG00000110400.11	NECTIN1	153.4712851	2.428787045	1.399359971	0.000431701	0.003210416	Up	NS	NS	NS
ENSG00000173638.19	SLC19A1	421.5632541	1.913681238	0.991758273	0.000431696	0.003210416	Up	NS	NS	NS
ENSG00000237522.1	NONOP2	359.7935647	-1.142173402	0.380526113	0.000434222	0.003226476	Down	Decrease	NS	NS
ENSG00000145349.17	CAMK2D	3988.77466	-1.830601668	0.797357072	0.000434517	0.003227325	Down	Decrease	NS	NS
ENSG00000074755.15	ZZEF1	5382.826198	-1.101447239	0.367955409	0.000436045	0.003237323	Down	Increase;Decrease	NS	NS
ENSG00000161036.13	LRWD1	3394.058243	-1.386471175	0.511957712	0.000438393	0.003253408	Down	NS	NS	NS
ENSG00000107742.13	SPOCK2	10754.5874	-1.883240087	1.017989925	0.000438995	0.003256517	Down	NS	Increase	NS
ENSG00000005187.12	ACSM3	1381.106356	-1.471020892	0.555062808	0.000439363	0.003257896	Down	NS	NS	NS
ENSG00000100479.13	POLE2	182.1810458	1.46912197	0.535647091	0.000440843	0.003265092	Up	Decrease	NS	NS
